port,country,phone,email,website
"Port Ashton, United States",United States,n/a,n/a,n/a
"Walnut Grove, United States",United States,n/a,n/a,n/a
"Port of Alexandria Bay, United States",United States,n/a,n/a,http://www.alexandria-bay.ny.us/
"Bass Harbor, United States",United States,+1 20 72445857 ,info@bassharbor.com,http://www.bassharbor.com/
"Ketchikan Harbor, United States",United States,+1 90 72285632 ,stevec1@city.ketchikan.ak.us,http://www.city.ketchikan.ak.us/
"Alligator Harbor, United States",United States,n/a,n/a,n/a
"Port of St Joe, United States",United States,+1 86 64678563 ,n/a,http://www.portofportstjoe.com/
"Port of Indiana-Jeffersonville, United States",United States,+1 81 22839662 ,msmolek@portsofindiana.com,http://www.portsofindiana.com/
"Port of Chicago, United States",United States,+1 77 36464400 ,n/a,http://www.theportofchicago.com/
"Port of Richmond, United States",United States,+1 80 46462020 ,n/a,http://www.ci.richmond.va.us/
"Big Port Walter, United States",United States,n/a,n/a,n/a
"Port of Kodiak, United States",United States,+1 90 74868080 ,harboremail@city.kodiak.ak.us,http://www.city.kodiak.ak.us/
"Barber's Point Harbor, United States",United States,+1 80 86823989 ,n/a,http://www.ehawaii.gov/
"Ala Wai Harbor, United States",United States,+1 808 973-9727 ,Ala.Wai.Harbor@hawaii.gov,n/a
"Port of Olympia, United States",United States,360) 528-8000 ,inquiries@portolympia.com,http://www.portolympia.com/
"Port of Saginaw, United States",United States,n/a,n/a,n/a
"Waldo Point Harbor, United States",United States,+1 415 332-6220 ,n/a,http://waldopointharbor.net/
"Greenport Harbor, United States",United States,+1 63 14770248 ,n/a,http://www.thevillageofgreenport.org/
"Port of Knik, United States",United States,+1 907 277 7611  ,n/a,n/a
"Port of Skamania County, United States",United States,+1 50 94275484 ,port@portofskamania.org,http://www.portofskamania.org/
"Port of Sheboygan, United States",United States,n/a,penders@ci.sheboygan.wi.us,http://www.wcpa-ports.org/
"Port of Niantic, United States",United States,+1 86 07392155 ,port.niantic.inc@snet.net,http://www.portniantic.com/
"Unalaska Harbor, United States",United States,+1 90 75812612 ,updhcvb@gmail.com,http://www.unalaska.info/
"Bucks Harbor, United States",United States,+1 207 3268839 ,bucksharbor@bucksharbor.com,http://www.bucksharbor.com/
"Port of Natchez Adams County, United States",United States,+1 60 14422561 ,n/a,http://www.natchezport.com/
"Port of Lowndes County, United States",United States,+1 66 23295886 ,n/a,n/a
"Channel Islands Harbor, United States",United States,+1 805 985-4852 ,n/a,http://channelislandsharbor.org/
"Point San Pablo Yacht Harbor, United States",United States,+1 510 2331046 ,harbormaster@pspyc.org,http://www.pspyc.org/
"Port Shreveport Bossier, United States",United States,+1 31 85242272 ,port@portsb.com,http://www.portsb.com/
"Port of Ivanof Bay, United States",United States,+1 90 75222263 ,n/a,n/a
"Temple Bar Marina, United States",United States,n/a,n/a,http://templebarlakemead.com/
"Port of Hueneme, United States",United States,+1 80 54883677 ,n/a,http://www.portofhueneme.org/
"Black Rock Harbor, United States",United States,n/a,n/a,n/a
"Trinidad Harbor, United States",United States,n/a,n/a,n/a
"Port of Annapolis, United States",United States,+1 41 02691990 ,Office@PortAnnapolis.com,http://www.portannapolis.com/
"Kaumalapau Harbor, United States",United States,+1 808 5871927 ,n/a,http://www.hawaii.gov/
"Tiverton Harbor, United States",United States,+1 40 16251916  ,mycin@cox.net,http://www.tiverton.ri.gov/
"Minturn Harbor, United States",United States,+1 207 5264273 ,passenger.mainedot@maine.gov,http://www.state.me.us/
"Port of Mobile, United States",United States,+1 25 14417001 ,marketing@asdd.com,http://www.asdd.com/
"Brooklin Port , United States",United States,n/a,n/a,n/a
"Port of Nenana, United States",United States,+1 907 832 5505  ,emore@yutanabarge.com,n/a
"Bar Harbor, United States",United States,+1 80 03454617 ,n/a,http://www.barharborinfo.com/
"Huntington Harbour, United States",United States,n/a,n/a,n/a
"Tulsa Port of Catoosa, United States",United States,+1 91 82662291 ,info@tulsaport.com,http://www.tulsaport.com/
"Red Dog Harbor, United States",United States,+1 514 878 6500  ,n/a,n/a
"Tenakee Springs, United States",United States,n/a,n/a,n/a
"Newburyport Harbor, United States",United States,+1 97 84623746 ,harbormaster@cityofnewburyport.com,http://www.cityofnewburyport.com/
"Port of Fourchon, United States",United States,+1 98 56321118 ,n/a,http://www.portfourchon.com/
"Port of Claiborne, United States",United States,+1 334-441-7003 ,jlyons@asdd.com,http://www.asdd.com
"Seldovia Harbor , United States",United States,+1 90 72347886 ,harbormaster@cityofseldovia.com,http://www.cityofseldovia.com/
"Port of Alpena, United States",United States,+1 98 93560551 ,n/a,http://www.alpena.mi.us/
"Port of Eastport, United States",United States,+1 20 78534614 ,n/a,http://www.portofeastport.org/
"Ninilchik Harbor, United States",United States,+1 90 75673313  ,ntc@ninilchiktribe-nsn.gov,http://www.ninilchiktribe-nsn.gov/
"Port of Yonkers, United States",United States,+1 91 43776000 ,n/a,http://www.cityofyonkers.com/
"Richmond Port, United States",United States,+1 51 02154600 ,Richmondport@yahoo.com,http://www.ci.richmond.ca.us/index.aspx?nid=102
"Kawaihae Harbor, United States",United States,+1 80 88826211 ,n/a,http://hawaii.gov/
"Port of Pelican, United States",United States,+1 90 77352202 ,cityhall@pelicancity.net,http://www.pelican.net/
"Uyak Harbor, United States",United States,n/a,n/a,n/a
"Port of Guam, United States",United States,+1 671 4775931 ,webmaster@portguam.com,http://www.portguam.com
"Port of Plaquemines, United States",United States,+1 504 682 2488 ,n/a,n/a
"Port Reading, United States",United States,n/a,n/a,n/a
"Port of Allyn, United States",United States,+1 36 02752430 ,n/a,http://www.portofallyn.com/
"Port of Vicksburg , United States",United States,+1 60 16310555 ,waynem@co.warren.ms.us,http://www.vicksburgedf.org/
"Stapleton Pier, United States",United States,n/a,n/a,n/a
"Port of Los Angeles, United States",United States,+1 21 39788100 ,n/a,http://www.portoflosangeles.org/
"Beachcomber Marina, United States",United States,+1 251-443-8000 ,n/a,http://www.beachcombermarina.com/
"Port of Homer, United States",United States,+1 90 72353160   ,port@ci.homer.ak.us,http://port.ci.homer.ak.us/
"Port of Morehead City, United States",United States,+1 25 27263158  ,n/a,http://www.ncports.com/
"St Rose, United States",United States,n/a,n/a,n/a
"Newburgh Harbor , United States",United States,+1 84 55697300  ,n/a,http://www.cityofnewburgh-ny.gov/
"Alameda Harbor, United States",United States,n/a,n/a,n/a
"Port of Valdez , United States",United States,+1 90 78354564  ,portofvaldez@ci.valdez.ak.us,http://www.ci.valdez.ak.us/port/
"Port of Corpus Christi, United States",United States,+1 36 18825633 ,n/a,http://www.portofcorpuschristi.com/
"Port of Hancock County, United States",United States,+1 228 4679231 ,rginn@portandharbor.com,n/a
"Port of Lazy Bay, United States",United States,n/a,n/a,n/a
"Cornucopia Harbor, United States",United States,+1 71 57423941 ,n/a,n/a
"Port of Avalon, United States",United States,+1 31 05100535 ,harborpatrol@cityofavalon.com,http://www.cityofavalon.com/
"East Channel, United States",United States,n/a,n/a,n/a
"Port of Dutch Harbor, United States",United States,+1 90 75811254 ,cgraves@ci.unalaska.ak.us,http://unalaska-ak.us/
"Hogg Island, United States",United States,n/a,n/a,n/a
"Port of Winona, United States",United States,+1 507 4578250 ,n/a,http://www.portofwinona.com/
"Thomaston Harbor , United States",United States,n/a,n/a,n/a
"Port of Shelton, United States",United States,+1 36 04261151 ,info@portofshelton.com,http://www.portofshelton.com/
"Port of Oleum, United States",United States,n/a,n/a,n/a
"Port of Sacramento, United States",United States,+1 91 63718000 ,webmaster@cityofwestsacramento.org,http://www.portofsacramento.com/
"Old Harbor, United States",United States,+1 907 286 2204 ,n/a,n/a
"Port of Douglas County, United States",United States,+1 50 98844700 ,n/a,http://www.portofdouglas.org/
"Port of Elizabeth, United States",United States,+1 90 85276558 ,n/a,http://www.panynj.gov/
"Kamalo Harbor, United States",United States,n/a,n/a,n/a
"Port of Brabazos, United States",United States,n/a,n/a,n/a
"Palisades Point, United States",United States,n/a,n/a,n/a
"Port of East Bremerton, United States",United States,n/a,n/a,n/a
"Barrow Harbor, United States",United States,n/a,n/a,n/a
"Maalaea Harbor, United States",United States,n/a,n/a,n/a
"Coffman Cove Harbor, United States",United States,+1 907 329 2259 ,n/a,n/a
"Dog River Marina , United States",United States,+1 251-471-5449 ,n/a,http://www.dogrivermarina.com/
"Port of Nickajack, United States",United States,+1 423-837-1050 ,n/a,n/a
"Port of Wilma, United States",United States,+1 50 93973791 ,info@portwhitman.com,http://www.portwhitman.com/
"Cape Florida Anchorage, United States",United States,n/a,n/a,n/a
"Kotlik Port, United States",United States,n/a,n/a,n/a
"Port of Eddystone, United States",United States,+1 610 499 3000 ,n/a,n/a
"Provincetown Harbor, United States",United States,+1 50 84877030 ,rmckinsey@provincetown-ma.gov,http://www.provincetown-ma.gov/
"Bowers Harbor, United States",United States,n/a,n/a,n/a
"Port of Alliance, United States",United States,n/a,n/a,n/a
"Barnegat Bay, United States",United States,n/a,n/a,n/a
"Crescent City Harbor, United States",United States,+1 70 74646174 ,richard@ccharbor.com,http://www.ccharbor.com/
"Venetian Harbor, United States",United States,n/a,n/a,n/a
"Port of Oscoda, United States",United States,n/a,n/a,n/a
"Akutan Harbor, United States",United States,n/a,n/a,n/a
"San Rafael Yacht Harbor, United States",United States,+1 415-456-1600  ,n/a,n/a
"Port of Point Richmond, United States",United States,n/a,sincere@pointrichmond.com,http://www.pointrichmond.com/
"Taconite Harbor, United States",United States,n/a,n/a,n/a
"Gloucester Harbor , United States",United States,+1 97 82818865 ,info@capeannchamber.com,http://www.gloucesterma.com/
"Port of Wyandotte, United States",United States,+1 313 3863353 ,n/a,n/a
"Boothbay Harbor, United States",United States,+1 20 76332353 ,seamaine@boothbayharbor.com,http://www.boothbayharbor.com/index.php
"Mitrofania Harbor, United States",United States,n/a,n/a,n/a
"Dry Spruce Bay, United States",United States,n/a,n/a,n/a
"Glen Cove Harbor , United States",United States,+1 51 66714263 ,n/a,http://www.glencove-li.com/
"Port of Columbus , United States",United States,+1 88 86457304 ,n/a,http://www.gaports.com/
"Port of Chehalis, United States",United States,+1 36 07489365 ,portofchehalis@localaccess.com,http://www.portofchehalis.com/
"Houghton Harbor, United States",United States,n/a,n/a,n/a
"Port Moller, United States",United States,n/a,n/a,n/a
"Port of Jersey City, United States",United States,n/a,n/a,n/a
"Louisiana Offshore Oil Port, United States",United States,+1 98 52766100 ,n/a,https://www.loopllc.com/
"Port of Adak, United States",United States,+1 907 581 1254  ,adak@adakisland.com,http://www.adakisland.com/adak.htm
"Chapel Roads, United States",United States,n/a,n/a,n/a
"Port of Yellow Creek, United States",United States,+1 662 4236088 ,ycport@network-one.com,n/a
"Cedar Creek Harbor, United States",United States,n/a,n/a,n/a
"Monterey Harbor , United States",United States,+1 83 16463950 ,n/a,http://www.monterey.org/harbor/
"Bayboro Harbor, United States",United States,+1 81 38939100 ,n/a,n/a
"Mukilteo Harbor , United States",United States,+1 42 52638000 ,n/a,http://www.ci.mukilteo.wa.us/
"Safe Harbor, United States",United States,+1 305 294-9797  ,capt_walt@comcast.net,http://safeharbourmarina.com/
"Port of Seattle, United States",United States,+1 20 67873000 ,n/a,http://www.portseattle.org/
"Port of Toledo, United States",United States,+1 419 2438251 ,jcappel@toledoportauthority.org,http://www.toledoseaport.org/
"Port Conclusion, United States",United States,n/a,n/a,n/a
"Marblehead Harbor, United States",United States,+1 78 16312386 ,sandyc@marblehead.org,http://www.marblehead.org/
"Tern Island, United States",United States,n/a,n/a,n/a
"South Beach Harbor, United States",United States,+1 415-495-4911 ,sb.harbor@sfgov.org,http://southbeachharbor.com/
"Port of Superior, United States",United States,+1 71 53951404 ,n/a,http://www.ci.superior.wi.us/
"Sunny Point Terminal, United States",United States,n/a,n/a,n/a
"Port of Houston, United States",United States,+1 71 36702400 ,phaquestions@poha.com,http://www.portofhouston.com/
"Port of St. Helens, United States",United States,+1 50 33972888 ,portsh@portsh.org,http://www.portsh.org/
"Vineyard Haven Harbor , United States",United States,+1 50 86967400  ,n/a,http://www.mvol.com/
"Port of Milbridge, United States",United States,n/a,n/a,n/a
"Port of Portland Maine, United States",United States,+1 20 78748892 ,bob@portlandmaine.gov,http://www.portofportlandmaine.org/
"Port of Peninsula, United States",United States,+1 36 06654547 ,mary@portofpeninsula.org,http://www.portofpeninsula.org/
"Deering Harbor, United States",United States,+1 63 17490900 ,n/a,http://www.deringharborinn.net/home.html
"Hurricane Harbor, United States",United States,n/a,n/a,n/a
"Goulding Harbor, United States",United States,n/a,n/a,n/a
"Port of Newark, United States",United States,n/a,newarkchamber@rochester.rr.com,http://www.newarknychamber.org/
"Port of Semo, United States",United States,+1 573 2644045 ,semoport@semoport.com,http://www.semoport.com
"Sitkinak Head, United States",United States,n/a,n/a,n/a
"Hidden Inlet Harbor, United States",United States,n/a,n/a,n/a
"Port of Burnett Inlet, United States",United States,n/a,n/a,n/a
"Manistee Harbor, United States",United States,n/a,n/a,http://www.ci.manistee.mi.us/
"Port of Mid-America, United States",United States,+1 217 2223111 ,maiaport@adams.net,http://www.maia-port.com/
"Kailua Harbor, United States",United States,n/a,n/a,n/a
"Port of Astoria, United States",United States,+1 50 33254521 ,admin@portofastoria.com,http://www.portofastoria.com/
"Port of Dupont, United States",United States,+1 25 39648121  ,n/a,http://www.ci.dupont.wa.us/
"Glenada, United States",United States,n/a,n/a,n/a
"Port Chester Harbor, United States",United States,+1 91 49395200 ,n/a,http://www.portchesterny.com/pages/index
"Port Clyde Harbor, United States",United States,+1 207 372 6363  ,hbrmstr@stgeorgemaine.com,http://www.stgeorgemaine.com/
"Port of The Dalles , United States",United States,+1 54 12984148 ,Info@portofthedalles.com,http://www.portofthedalles.com/
"Mispillion Harbor, United States",United States,n/a,n/a,n/a
"Port of Eufaula, United States",United States,+1 334-441-7003 ,jlyons@asdd.com,http://www.asdd.com/
"Kaukauna Port, United States",United States,n/a,n/a,n/a
"Lono Harbor, United States",United States,n/a,n/a,n/a
"Weehawken Harbor, United States",United States,+1 212 4357000 ,rhsu@panynj.gov,http://www.panynj.gov/
"Hollywood Harbor, United States",United States,n/a,n/a,n/a
"Port of Benton, United States",United States,+1 50 93753060  ,n/a,http://www.portofbenton.com/
"Ventura Harbor, United States",United States,+1 80 56428538 ,n/a,http://www.venturaharbor.com/
"Port of Garfield, United States",United States,+1 50 98433740 ,portg@pomeroy-wa.com,http://www.portofgarfield.com/
"Ward Cove, United States",United States,n/a,n/a,n/a
"Port of Itawamba, United States",United States,+1 80 03718642 ,admin@portitawamba.com,http://www.portitawamba.com/
"Honokaa Harbour, United States",United States,n/a,n/a,n/a
"Belhaven Marina, United States",United States,+1 252 9440066 ,Belhavenwaterway@Yahoo.com,http://www.belhavenmarina.com/
"Port of Royal Slope, United States",United States,+1 50 93462317 ,portofroyal@centurytel.net,http://www.portofroyal.com/
"Hertford Harbor, United States",United States,n/a,n/a,n/a
"Port of Benicia, United States",United States,+1 70 77452394 ,n/a,http://www.amports.com/
"Hungry Harbor, United States",United States,n/a,n/a,n/a
"Port of Ozol, United States",United States,n/a,n/a,n/a
"Port of Juneau, United States",United States,+1 90 75860292 ,n/a,http://www.juneau.org/
"Port of St George, United States",United States,+1 907 859 2263  ,n/a,n/a
"Chernofski Harbor, United States",United States,n/a,n/a,n/a
"Port of Grandview, United States",United States,+1 50 98315003 ,n/a,http://www.portofgrandview.org/
"Port of MacKenzie, United States",United States,+1 907-746-7414 ,mvandongen@matsugov.us,http://www.portmackenzie.com/
"Port of Tompkinsville , United States",United States,n/a,n/a,n/a
"Yerba Buena Island, United States",United States,n/a,n/a,n/a
"Robinhood Harbor, United States",United States,n/a,n/a,n/a
"Grand Haven Harbor , United States",United States,+1 61 68423200 ,n/a,http://www.grandhaven.org/
"Port of Decatur, United States",United States,+1 256-353-9601 ,pod@decaturtransit.com,n/a
"Port of Bangor, United States",United States,n/a,n/a,n/a
"Drift River Marine Terminal, United States",United States,+1 713 4326000 ,n/a,http://www.chevron-pipeline.com/
"Port of Hoquiam, United States",United States,n/a,n/a,n/a
"North Haven Harbor, United States",United States,+1 207 8674441 ,webmaster.mdot@maine.gov,http://www.state.me.us/
"Port of Clarkston, United States",United States, +1 50 97585272  ,portofclk@clarkston.com,http://www.portofclarkston.com/
"Dana Point Harbor, United States",United States,+1 94 99232255 ,info@danapointharbor.com,http://www.danapointharbor.com/
"Port of Grasselli, United States",United States,n/a,n/a,n/a
"Port of Sunnyside, United States",United States,+1 50 98397678 ,n/a,http://www.portofsunnyside.com/
"Port of Othello, United States",United States,+1 50 94882544 ,n/a,http://www.portofothello.com/
"New Harbor, United States",United States,n/a,n/a,n/a
"Port of Haines, United States",United States,+1 90 77662234 ,hcvb@haines.ak.us,http://www.haines.ak.us/
"Ocean City Harbor, United States",United States,+1 80 06262326  ,n/a,http://ococean.com/
"Chignik, United States",United States,n/a,n/a,n/a
"Hood Bay, United States",United States,n/a,n/a,n/a
"Noyo Anchorage, United States",United States,n/a,n/a,n/a
"Kittery Town Harbor , United States",United States,+1 207 4394372 ,john@forthrightmarine.com,http://www.kittery.org
"Mare Island, United States",United States,n/a,n/a,n/a
"Alcan Harbor, United States",United States,n/a,n/a,n/a
"Leo Anchorage, United States",United States,n/a,n/a,n/a
"Egegik Harbor, United States",United States,n/a,n/a,n/a
"Port of Groton, United States",United States,n/a,n/a,n/a
"Needham's Point Tanker Terminal, Barbados",Barbados,n/a,n/a,n/a
"Black Rock Tanker Terminal, Barbados",Barbados,n/a,n/a,n/a
"Oistins Bay Tanker Terminal, Barbados",Barbados,n/a,n/a,n/a
"Spring Garden Tanker Terminal, Barbados",Barbados,n/a,n/a,n/a
"Port of Bridgetown, Barbados",Barbados,+246 430 4700 ,administrator@barbadosport.com,http://www.barbadosport.com/
